codigo,fecha_vencimiento
2082628,2026-04-06
2201525,2025-08-23
2203125,2025-12-20
2311225,2025-05-30
2502325,2026-02-16
2503025,2027-06-27
2503925,2027-06-27
2522524,2026-01-26
2528324,2026-04-15
2529425,2026-01-21
2531724,2025-11-23
2532814,2026-06-23
2534924,2026-07-30
2602225,2026-08-08
2624924,2026-02-12
2630024,2026-01-09
2631924,2026-04-20
2631964,2026-05-12
2635924,2025-10-07
2702711,2026-06-14
2702718,2026-07-22
2804225,2026-03-05
2834624,2026-04-26
2909725,2026-05-14
3004525,2026-06-27
3012525,2026-06-24
3034724,2025-07-23
3035524,2025-07-23
3102825,2025-05-27
3122024,2025-12-11
3204925,2026-01-27
3605125,2026-03-03
3803525,2026-01-15
4323053,2025-12-12
4405825,2025-10-31
4405925,2026-01-28
4458080,2025-12-03
4470273,2026-02-18
4486769,2026-02-09
4499288,2026-02-09
4501023,2026-11-19
4516946,2026-02-27
4519480,2026-02-28
4706225,2025-10-29
4706325,2025-11-19
5022025,2025-05-17
5032025,2025-01-08
5105525,2025-06-11
5106525,2026-02-07
5206525,2025-07-13
5706625,2027-03-04
5807125,2027-03-04
6107425,2026-02-05
6507625,2026-03-04
8102024,2026-09-09
8104325,2026-03-06
9011025,2026-03-06
12122024,2026-03-07
13012025,2026-02-10
13032025,2026-03-15
13100634,2026-03-17
13102871,2025-10-08
13105001,2027-02-12
13106588,2027-01-10
13109234,2025-02-12
13112024,2026-01-13
14014115,2025-09-13
16122024,2029-02-03
16406081,2029-05-23
17101528,2028-06-27
17101932,2029-10-01
17250227,2028-10-25
17300224,2025-11-13
18022025,2025-07-10
18032025,2025-12-16
18121824,2026-06-06
18122024,2029-10-30
19032025,2029-12-09
20325625,2026-02-27
21012025,2025-01-30
21122024,2025-02-18
22022025,2026-03-18
23012025,2026-02-18
23112024,2025-12-18
23122024,2026-02-28
23122025,2025-12-28
23122028,2025-08-26
23430124,2025-07-21
23839524,2025-12-21
24061205,2025-08-22
24100109,2026-01-23
24111438,2025-11-23
24112118,2025-08-17
24112121,2025-08-06
24121130,2025-04-28
24121953,2025-10-27
25344331,2025-10-31
25704896,2025-05-11
26022025,2025-07-30
26734624,2025-09-16
27122024,2025-12-23
27435324,2025-11-24
31012025,2026-12-08
38632424,2026-04-18
39833824,2029-04-26
41234724,2028-11-17
49064251,2025-09-02
57606625,2025-12-11
60334624,2025-12-27
76120648,2025-12-18
80220825,2026-01-31
85280325,2025-11-05
110250320,2025-09-16
2522304609,2025-12-12
4079220325,2026-03-03
4354038106,2026-03-07
43430240751,2026-12-11
43523081414,2028-12-11
43633052148,2026-04-08
1.20005E+11,2025-04-18
8.60005E+11,2026-03-20
1.4343E+13,2027-10-25
00800825A,2025-04-12
020325T1,2026-12-20
030225T3,2026-12-09
030325T2,2026-12-18
030325T3,2026-12-29
030325T4,2025-10-25
030325T5,2025-06-05
030325T7,2026-12-09
0325924T1,2026-08-19
0331424T2,2025-05-30
0340325T2,2025-06-17
040325T,2025-04-18
040325T2,2025-04-18
04405925d,2025-04-18
050325T2,2025-08-05
050325T4,2025-04-24
050325T6,2025-09-15
050325T8,2025-11-09
060125T2,2025-04-19
060225T1,2025-04-19
060225T2,2025-04-19
060325T1,2026-02-24
060325T10,2025-04-22
060325T2,2025-04-24
060325T6,2025-04-22
060325T8,2025-04-26
060325T9,2025-10-16
063025T2,2025-08-21
06908025d,2025-08-05
070225T2,2025-04-21
070325T2,2025-04-24
070325T3,2025-04-21
070325T4,2025-04-21
070625T4,2025-04-21
072724T4,2025-04-13
07BZM25,2025-04-21
080325T4,2026-03-17
08104325E,2025-04-25
09BN7,2025-04-28
100325T1,2025-04-22
100325T3,2025-04-22
100325T4,2025-04-22
1003725T3,2025-09-26
100525T4,2025-04-29
110250320157L,2025-05-10
110325T1,2027-02-12
110325T2,2026-02-08
110325T3,2025-04-25
110325T4,2025-04-28
110325T6,2025-04-25
110325T7,2025-11-06
110325T9,2025-04-25
120325T2,2025-03-20
120325T3,2025-09-07
120325T4,2025-04-26
120325T5,2025-04-26
120325T6,2025-04-26
120325T8,2025-04-27
120325T9,2025-08-05
125GL1,2025-05-12
12SNL1,2025-04-27
130225T3,2025-04-27
130325T1,2025-04-27
130325T2,2025-04-27
130325T3,2025-04-27
130325T4,2025-04-28
130325T5,2025-05-03
1313TC3,2028-03-18
140225T7,2028-03-18
140225T8,2025-04-29
140325T1,2025-04-28
140325T2,2025-04-28
140325T3,2025-03-21
140325T6,2025-05-05
140325T7,2025-04-28
150325T1,2025-04-26
150325T13,2025-04-03
150325T4,2025-04-07
160125T1,2025-04-29
170225T3,2025-04-29
170225T4,2025-05-05
170225T5,2025-08-05
170225T6,2025-05-01
170325T2,2025-05-01
170325T3,2025-05-01
170325T4,2025-05-05
170325T5,2025-05-30
179325T5,2025-04-04
180225T2,2025-04-04
180320T5,2025-04-04
180325T1,2025-04-04
180325T2,2025-05-02
180325T3,2025-05-04
180325T5,2025-05-03
180325T6,2025-05-06
180325T8,2025-05-06
190225T3,2025-04-05
190225T4,2025-05-04
190225T5,2025-05-03
190225T7,2025-05-03
190225T8,2025-05-03
190325T2,2025-05-04
190325T4,2025-05-03
1B04250315146L,2025-05-05
1B17250227,2025-04-06
1B19250303,2025-04-06
1B19250303130L,2025-04-06
1N2213,2025-04-10
200225T6,2025-04-20
200325T1,2025-05-04
200325T2,2025-05-04
200325T3,2026-03-15
200325T4,2026-02-27
200325T5,2026-03-03
2041260D,2026-03-03
2044650D,2025-04-19
210225T1,2025-04-07
210225T2,2025-05-05
210225T3,2025-05-05
210225T4,2025-05-05
210225T6,2025-05-09
210225T7,2025-05-05
210325T1,2027-06-26
210325T2,2027-07-11
210325T3,2025-04-08
210325T4,2025-04-08
210325T5,2025-04-08
210325T6,2025-04-08
210325T7,2025-04-10
2127TC5,2025-05-06
220325T2,2025-05-06
220325T3,2025-05-06
2336324T2,2025-05-06
240225T4,2025-05-09
240225T8,2025-05-09
240909244721T14,2025-05-09
250225T2,2025-05-06
250225T3,2025-05-22
250225T4,2025-05-12
250225T8,2025-05-09
250325T1,2028-12-28
250325T10,2025-04-11
250325T2,2025-04-12
250325T4,2026-09-08
250325T5,2025-04-12
250325T6,2025-04-12
250325T7,2025-04-13
250325T8,2025-04-17
2517424T2,2025-05-10
2522324T2,2025-05-11
2523924T2,2025-05-10
2524P00237,2025-05-10
2525924T1,2025-05-10
260225 COLMENA,2025-05-10
260225 IKONIC,2025-05-10
260225 JAVIER TARQUINO,2025-05-12
260225 JULICHAN,2025-09-22
260225T11,2025-02-10
260225T12,2026-02-26
260225T2,2029-03-11
260225T5,2026-03-15
260225T6,2025-04-28
260225T7,2025-04-17
260225T8,2025-04-28
260325T2,2025-09-25
260325T4,2025-04-21
260325T5,2025-04-13
260325T6,2025-04-12
270225T5,2025-04-13
270225T7,2025-04-14
270225T8,2025-04-17
270325T2,2025-04-13
270325T3,2025-05-11
270325T5,2025-05-10
270325T8,2025-05-11
280225T6,2025-08-05
280325T1,2025-04-14
280325T10,2025-04-24
300125T5,2025-05-01
300325T2,2025-05-12
38031924A,2025-05-12
39433324D,2025-05-12
3U0134,2025-05-13
5G43BG08B,2025-08-05
816F4B01,2025-09-24
817C4G15,2025-05-11
817C4J67,2025-07-30
817C4L59,2026-01-30
8L42L16B,2026-11-14
8R0004532000,2025-11-23
99FI454051124,2025-05-19
A209250312,2025-09-10
C18121924,2025-11-30
EH077220325,2025-11-30
FKN516681,2025-11-30
JG759,2025-11-30
L0001257,2026-11-16
L0004526987,2025-07-26
L002509,2025-11-04
L002655,2026-03-12
L028,2026-02-18
L03023243,2025-04-12
L0332BN7,2028-10-01
L04540744,2025-08-05
L066,2030-12-31
L0724,2025-06-26
L0725TC4,2030-12-31
L0730,2030-12-31
L0784,2025-06-27
L08,2025-01-23
L0804,2026-03-12
L088,2025-02-28
L09,2025-09-03
L093,2025-03-20
L0944,2025-04-25
L0954,2025-09-09
L095832,2025-03-31
L0964,2025-04-13
L1004,2025-03-31
L11L0004502824,2030-12-31
L11L0004519738,2025-07-06
L11L0004526181,2030-12-31
L11L4489712,2025-04-30
L120224,2025-04-30
L122256,2030-12-31
L12L0004527665,2025-03-31
L12L0004536878,2025-04-30
L140823,2025-10-11
L1420,2025-11-09
L1523,2025-09-21
L1909PC2,2025-04-19
L1C4530753,2025-11-02
L20211130,2025-11-09
L20220530,2025-10-25
L20230927,2025-11-12
L22044055,2030-12-31
L2259,2030-12-31
L2324126002,2025-05-29
L233100,2025-06-07
L2331345,2025-11-30
L247,2030-12-31
L2642,2030-12-31
L267670,2030-12-31
L28052242,2030-12-31
L28441143,2030-12-31
L2924,2025-03-25
L2954,2030-12-31
L3524,2030-12-31
L3L0004540317,2030-12-31
L4211,2025-05-30
L4274,2030-12-31
L4302,2025-02-21
l4337,2025-10-31
L43633081745,2025-10-30
L4508348,2025-10-31
L4510059,2025-12-17
L4L4519495,2025-06-10
L521235,2026-07-29
L5BR10,2026-09-30
L5L4520649,2026-10-28
L602040,2026-12-03
L8312,2026-12-29
L864525001,2026-01-23
L932412,2026-01-27
LO159TC3,2025-06-04
LOO1,2030-12-31
LOO3806,2025-04-18
LS325,2025-06-06
LS525A13001,2030-12-31
M24N312,2025-06-07
MDF3424209,2025-09-10
MDF4407711,2025-03-23
O422,2025-05-04
O508537,2025-05-30
O5100657,2030-12-31
O5110158,2025-07-09
O5112555,2025-07-12
O5112959,2026-11-01
O528,2025-11-30
O81149,2025-11-30
O92257,2025-10-07
O9MDF3426519,2029-09-09
P1L1212524,2030-01-24
S324J17001,2029-10-15
Y6,2029-12-17
,2029-12-12
,2025-10-07
,2025-07-12
,2025-11-16
,2025-11-30
,2025-02-04
,2025-04-15
,2025-07-06
